,Mean Coeff,σ Coeff
R_25_ROI-L_PHA3_ROI,-0.028267812350245062,0.034296784399789094
L_a9-46v_ROI-L_13l_ROI,0.028098314637142238,0.028623628320133054
L_47s_ROI-L_s32_ROI,-0.027945555107601477,0.06559212865707005
R_VIP_ROI-L_TE1m_ROI,-0.027934452219556247,0.04969516999777845
R_PCV_ROI-R_Pir_ROI,-0.0278707293553982,0.03049082681577123
L_TF_ROI-L_DVT_ROI,-0.027529872665458602,0.03953693807808154
R_STV_ROI-L_TGd_ROI,-0.026905795370113023,0.06277979314815493
R_TGd_ROI-L_a47r_ROI,-0.026816355645978188,0.023607816632226157
L_TGd_ROI-L_PFop_ROI,0.0267178081677579,0.035029938328721144
R_13l_ROI-L_PFm_ROI,0.026715804454837528,0.05235649636715438
R_TGv_ROI-L_OP1_ROI,-0.026707845604753474,0.02917081974819174
R_IFSa_ROI-R_TE1a_ROI,0.026692256682580524,0.04279466517566271
R_46_ROI-PUTAMEN_RIGHT,-0.026682458538202176,0.02815125787030185
R_TA2_ROI-L_s32_ROI,0.02666256079018898,0.0677574495226915
R_v23ab_ROI-R_TGv_ROI,-0.02659299912734025,0.031929492843169545
R_RSC_ROI-L_AAIC_ROI,0.026487051346643205,0.06034742936153135
R_V7_ROI-L_6v_ROI,0.026397894112339476,0.057638637810202245
R_s32_ROI-L_2_ROI,-0.02637302242020116,0.05007083882210738
L_p24pr_ROI-L_10d_ROI,-0.02624430714566682,0.03143465520651252
R_46_ROI-R_OFC_ROI,-0.026218871021367787,0.02787371388282671
R_TGv_ROI-L_5L_ROI,0.026191943389699164,0.039893084637114405
R_PFcm_ROI-R_A5_ROI,0.026092278182601025,0.039344464484572836
L_a47r_ROI-L_FOP3_ROI,0.025948158623486636,0.0335152844274907
R_45_ROI-R_TE1a_ROI,0.025901294029275324,0.03392841071200589
R_7PL_ROI-R_STSva_ROI,-0.02570197128671199,0.046668395028743
R_TA2_ROI-R_VMV3_ROI,0.025176578126804513,0.026347643516567393
L_47s_ROI-L_25_ROI,-0.025074724778563175,0.06140450410265479
R_47l_ROI-R_MI_ROI,0.02486962959430225,0.033397289395257775
L_24dv_ROI-L_10v_ROI,-0.024770847880914076,0.03994864976802063
R_TE1a_ROI-R_FOP5_ROI,0.024596291480606734,0.030202814890318026
